Sector,Stage,Amount($),HeadQuarter,Founded,isSuccessFull
Fertility tech,Pre-Seed,200000.0,Bangalore,2020,0
FinTech,Seed,3300000.0,Gurugram,2018,0
Luxury car startup,Seed,125171163.09181623,New Delhi,2015,0
Healthcare,Pre-Series A,125171163.09181623,New Delhi,2018,0
Cosmetics,Seed,125171163.09181623,Mumbai,2012,0
E-commerce,Series B,11000000.0,Bangalore,2015,0
Gaming startup,Seed,2000000.0,New Delhi,2018,0
Cosmetics,Series B,5000000.0,Mumbai,2015,0
FM,Series A,5000000.0,Bangalore,2018,0
Healthcare,Bridge,125171163.09181623,Mumbai,2015,0
E-commerce,Seed,16000000.0,Bangalore,2015,0
Retail,Series B,11000000.0,Bangalore,2015,0
E-commerce,Seed,125171163.09181623,Mumbai,2012,0
Food,Seed,125171163.09181623,Bangalore,2019,0
Edtech,Seed,2000000.0,Mumbai,2016,0
Nutrition sector,Seed,500000.0,Jodhpur,2015,0
AgriTech,Debt Financing,4000000.0,Gurugram,2010,0
FinTech,Seed,5000000.0,Mumbai,2019,0
Tech platform,Series B,10000000.0,Bangalore,2015,0
Healthcare,Pre-Series A,600000.0,Mumbai,2016,0
Video,Series A,15000000.0,Mumbai,2017,0
Retail Tech,Series A,7500000.0,Bangalore,2016,0
Tech company,Seed,4500000.0,"San Francisco, California, United States",2020,0
FinTech,Seed,5000000.0,Gurugram,2020,0
AI startup,Seed,18000000.0,"San Francisco, United States",2015,0
Cosmetics,Debt Financing,2000000.0,Mumbai,2012,0
FinTech,Seed,5400000.0,Bangalore,2015,0
Edtech,Series A,125171163.09181623,Chennai,2012,0
AI startup,Series C,150000000.0,"San Ramon, California",2016,0
Edtech,Seed,5400000.0,"Paris, Ile-de-France, France",2017,0
Medtech,Seed,200000.0,Kolkata,2018,0
HeathTech,Seed,3000000.0,"Plano, Texas, United States",2018,0
Edtech,Seed,2000000.0,Mumbai,2016,0
Automobiles,Series B,4000000.0,Bangalore,2014,0
Social Media,Seed,125171163.09181623,Mumbai,2019,0
Retail startup,Pre-Series A,400000.0,Kolkata,2015,0
Gaming,Seed,2500000.0,Bangalore,2020,0
Medtech,Pre-Series A,1500000.0,Bangalore,2012,0
Retail,Seed,7500000.0,Sydney,2017,0
Sles and marketing,Seed,4200000.0,"San Francisco Bay Area, Silicon Valley, West Coast",2016,0
LegalTech,Seed,4000000.0,New Delhi,2015,0
Edtech,Seed,200000.0,Mumbai,2019,0
SaaS startup,Seed,500000.0,Noida,2015,0
Car Service,Seed,125171163.09181623,Noida,2016,0
E-commerce,Series A,22000000.0,Bangaldesh,2017,0
Tech Startup,Seed,125171163.09181623,Bangalore,2019,0
FoodTech,Seed,52000000.0,Gurugram,2008,0
Tech Startup,Seed,6000000.0,Mumbai,2020,0
Bike marketplace,Seed,2000000.0,Mumbai,2014,0
Agri tech,Seed,500000.0,Bangalore,2018,0
Automobiles,Seed,125171163.09181623,Hyderabad,2018,0
Fitness startup,Pre-Seed,1100000.0,Bangalore,2020,0
FoodTech,Pre-Seed,100000.0,Bangalore,2019,0
Food & Bevarages,Pre-Series A,900000.0,Bangalore,2016,0
Tech Startup,Pre-Series B,3000000.0,Gurugram,2017,0
Real Estate,Pre-Seed,125171163.09181623,Pune,2018,0
SaaS startup,Seed,125171163.09181623,Chennai,2018,0
Reatil startup,Pre-Series A,125171163.09181623,Kolkata,2015,0
AR platform,Series A,7000000.0,Bangalore,2014,0
EV startup,Seed,118000000.0,"London, England, United Kingdom",2015,0
FinTech,Seed,15000000.0,"Sydney, New South Wales, Australia",2014,0
Deeptech,Seed,2300000.0,"Milano, Lombardia, Italy",2018,0
LegalTech,Seed,125171163.09181623,Gurugram,2017,0
FinTech,Seed,4500000.0,"New York, United States",2019,0
Consumer Goods,Seed,125171163.09181623,"Palmwoods, Queensland, Australia",1999,0
AI startup,Pre-Series B,3000000.0,Mumbai,2015,0
FinTech,Series D,100000000.0,Bangalore,2014,0
Food Industry,Seed,30000000.0,Bangalore,2015,0
Food Industry,Debt Financing,5000000.0,Kolkata,2008,0
Content marketplace,Series A,4200000.0,Mumbai,2017,0
Interior Design,Debt Financing,4000000.0,Bangalore,2014,0
Healthcare,Seed,600000.0,Bangalore,2017,0
Healthcare,Seed,25000000.0,"London, England, United Kingdom",2012,0
Tech company,Seed,11000000.0,France,2016,0
AgriTech,Pre-Series A,1700000.0,Noida,2017,0
Edtech,Pre-Series B,1600000.0,Chennai,2015,0
FinTech,Seed,18500000.0,Mumbai,2016,0
FinTech,Seed,6000000.0,Mumbai,1994,0
SaaS startup,Series F,55000000.0,"San Francisco Bay Area, West Coast, Western US",2011,0
Retail,Seed,70000000000.0,Mumbai,2006,0
Edtech,Seed,2000000.0,Bangalore,2019,0
AI startup,Seed,300000.0,"Trivandrum, Kerala, India",2015,0
Rental space,Seed,1500000.0,Cochin,2015,0
AgriTech,Series A,5000000.0,"Samastipur, Bihar",2012,0
Soil-Tech,Seed,1000000.0,Hyderabad,2017,0
Recruitment startup,Seed,125171163.09181623,Bangalore,2019,0
AI startup,Bridge,500000.0,"Irvine, California, United States",2014,0
FinTech,Series A,125171163.09181623,"Tumkur, Karnataka",2013,0
Edtech,Seed,125171163.09181623,New Delhi,2017,0
Ayurveda tech,Pre-Series A,2000000.0,Gurugram,2016,0
Packaging solution startup,Pre-Seed,125171163.09181623,Bangalore,2018,0
SaaS startup,Pre-Series A,125171163.09181623,"San Francisco Bay Area, Silicon Valley, West Coast",2016,0
Gaming,Seed,1000000.0,New Delhi,2016,0
Hospitality,Seed,6000000.0,Bangalore,2015,0
Cleantech,Series A,3000000.0,Bangalore,2010,0
Social Media,Seed,30000000.0,New Delhi,2019,0
LegalTech,Seed,1000000.0,Kolkata,2015,0
Gaming,Seed,125171163.09181623,New Delhi,2018,0
Sanitation solutions,Seed,19000000.0,Bangalore,2017,0
SaaS startup,Series B,25000000.0,"San Francisco, California, United States",2013,0
Tech company,Seed,300000.0,"Newcastle Upon Tyne, Newcastle upon Tyne, United Kingdom",2015,0
E-commerce,Seed,800000000.0,Mumbai,2006,1
Edtech,Seed,400000000.0,"Shanghai, China",2005,0
AgriTech,Seed,500000.0,Gurugram,2017,0
Tech company,Seed,150000.0,Mumbai,2018,0
HealthCare,Seed,176000000.0,"Jiaxing, Zhejiang, China",2013,0
FinTech,Seed,15000000.0,Mumbai,2012,0
E-commerce,Seed,15000000.0,New Delhi,2013,0
E-commerce,Seed,25000000.0,Mumbai,2011,0
HealthCare,Seed,11000000.0,Gurugram,2018,0
Home Design,Seed,1000000.0,Rajastan,2015,0
InsureTech,Seed,60000000.0,Mumbai,2016,0
AgriTech,Seed,470000.0,Kochi,2015,0
AI Startup,Seed,125171163.09181623,Bangalore,2016,0
Tech Startup,Seed,240000.0,Bangalore,2014,0
Entertainment,Seed,125171163.09181623,Bangalore,2019,0
Tech company,Seed,3000000000.0,California,2012,0
Tech company,Seed,750000.0,Indore,2016,0
EdTech,Seed,10000000.0,Noida,2018,0
Entertainment,Seed,74000000.0,Bangalore,2018,0
Solar solution,Seed,16000000.0,Hyderabad,2010,0
E-commerce,Seed,62000000.0,Bangalore,2007,0
FinTech,Seed,1000000.0,Chennai,2017,0
FinTech,Seed,20000000.0,Ludhiana,2017,0
HealthCare,Seed,2100000.0,Kochi,2016,0
EdTech,Seed,500000000.0,Bangalore,2011,1
Jewellery startup,Seed,12500000.0,Bangalore,2015,0
Multinational conglomerate company,Seed,2200000000.0,Mumbai,1973,0
FinTech,Seed,10000000.0,Mumbai,2020,0
Deeptech startup,Seed,5060000.0,Bangalore,2011,0
Social Network,Seed,125171163.09181623,Noida,2018,0
Publication,Seed,125171163.09181623,Mumbai,2015,0
Publication,Seed,125171163.09181623,Gujarat,2018,0
Entertainment,Seed,225000000.0,Mumbai,2008,0
SaaS platform,Seed,750000.0,Hyderabad,2018,0
Tech,Seed,40000000.0,Mumbai,2012,0
Tech Startup,Seed,10000000.0,Pune,2018,0
HealthTech,Seed,1600000.0,Bangalore,2015,0
Food,Seed,50000000.0,Pune,2011,0
Fashion,Seed,24700000.0,Mumbai,2012,0
Finance,Seed,7700000.0,Mumbai,2012,0
Finance,Seed,800000.0,Mumbai,2008,0
Finance,Seed,1300000.0,Hyderabad,2016,0
EdTech,Seed,150000000.0,Bangalore,2015,1
Real Estate,Seed,19067328.0,Bangalore,2019,0
Venture capital,Seed,100000000.0,Bangalore,2016,0
Entreprenurship,Seed,125171163.09181623,Hyderabad,2018,0
Food devlivery,Seed,62000000.0,Haryana,2008,0
Tech Startup,Seed,125171163.09181623,Bangalore,2017,0
Entertainment,Seed,51000000.0,Gurugram,2010,0
AgriTech,Seed,1000000.0,Noida,2013,0
Cosmetics,Seed,115000.0,Thane,2013,0
Warehouse,Seed,54000.0,Noida,2018,0
AgriTech,Seed,20000.0,Bangalore,2018,0
Logistics,Seed,125171163.09181623,Ahmedabad,2015,0
Online financial service,Seed,9000000.0,Chennai,2008,0
Eyeglasses,Seed,3000000.0,Chennai,2011,0
Battery design,Seed,2000000.0,Dehradun,2013,0
Online credit management startup,Seed,803146.0,Chennai,2012,0
Beverage,Seed,238000.0,Chennai,2018,0
Tech Startup,Seed,300000.0,Bangalore,2018,0
EdTech,Seed,500000000.0,Bangalore,2011,1
HealthCare,Seed,125171163.09181623,Gurgaon,2016,0
E-commerce,Seed,10220000.0,Mumbai,2006,0
EdTech,Seed,300000.0,Bangalore,2014,0
Car Service,Seed,1020000.0,Bangalore,2015,0
Food devlivery,Seed,100000000.0,Haryana,2008,0
SaaS startup,Seed,125171163.09181623,Bangalore,2019,0
Tech,Seed,125171163.09181623,San Franciscao,2013,0
TravelTech,Seed,125171163.09181623,Noida,2015,0
Fitness startup,Pre-Series A,125171163.09181623,Bangalore,2017,0
E-commerce,Pre-Series A,200000.0,New Delhi,2018,0
Tech company,Series A,5000000.0,San Francisco,2014,0
EdTech,Pre-Series A,3000000.0,Mumbai,2017,0
E-commerce,Debt Financing,10000000.0,Gurugram,2009,0
EV startup,Series A,3000000.0,Hyderabad,2017,0
EdTech,Seed,125171163.09181623,Bangalore,2019,0
EdTech,Seed,2000000.0,Bangalore,2020,0
EdTech,Series A,3000000.0,Gurugram,2014,0
SaaS startup,Pre-Series A,1500000.0,Bangalore,2015,0
E-commerce,Pre-Series A,125171163.09181623,New Delhi,2017,0
Agriculture,Debt Financing,20000000.0,Chennai,2014,0
Startup laboratory,Seed,125171163.09181623,Pune,2016,0
Food Industry,Series B,12000000.0,"Tangerang, Jawa Barat, Indonesia",2017,0
FinTech,Series B,13400000.0,Bangalore,2015,0
Tech Startup,Debt Financing,2000000.0,California,2006,0
E-commerce,Series A,1000000.0,Bangalore,2016,0
HealthTech,Debt Financing,1300000.0,California,2014,0
Entertainment,Pre-Series A,200000.0,Mumbai,2012,0
AgriTech,Series C,170000000.0,Berlin,2013,0
SaaS startup,Seed,1100000.0,Seattle,2016,0
Personal care startup,Series B,2900000.0,Mumbai,2015,0
FinTech,Debt Financing,2000000.0,Andheri,2013,0
Tech Startup,Pre-Series A,543000.0,Pune,2019,0
FinTech,Seed,125171163.09181623,Hyderabad,2019,0
Entertainment,Series C,90000000.0,Bangalore,2018,0
SaaS startup,Seed,1300000.0,Riyadh,2020,0
Customer service company,Series B,30000000.0,Mumbai,2010,0
SaaS  startup,Seed,125171163.09181623,California,2017,0
Tech Startup,Pre-Series A,3400000.0,Singapore,2017,0
Marketing startup,Seed,600000.0,Delhi,2016,0
Service industry,Series C,23000000.0,Mumbai,2015,0
Social media,Pre-Series C,40000000.0,Bangalore,2015,0
AI,Seed,1500000.0,Bangalore,2018,0
Jewellery,Debt Financing,8090000.0,Bangalore,2015,0
Hospitality,Series B,1030000.0,Gurugram,2014,0
Tech Startup,Edge,5040000.0,New Delhi,2018,0
AR startup,Pre-Series A,800000.0,Mumbai,2018,0
HR Tech startup,Seed,1500000.0,Gurgaon,2018,0
Automotive Startup,Debt Financing,360000.0,Gurgaon,2018,0
Food Startup,Pre-Series A,125171163.09181623,Gurgaon,2018,0
HealthCare,Series B,8000000.0,Gurgaon,2016,0
Publication,Seed,1400000.0,Seoul,2018,0
FinTech,Series A,10000000.0,Pune,2019,0
Fitness startup,Pre-Series A,2000000.0,Pune,2016,0
EdTech Startup,Seed,100000.0,Pune,2018,0
E-commerce,Series B,10000000.0,Gurgaon,2012,0
EdTech Startup,Seed,650000.0,Bangalore,2019,0
Tech Startup,Series A,12000000.0,Bangalore,2019,0
Tech,Series B,54000000.0,San Francisco,2017,0
Finance,Debt Financing,5000000.0,Mumbai,2016,0
EdTech,Series D,35000000.0,Mumbai,2013,0
Car Trade,Series H,42500000.0,Mumbai,2009,0
EdtTech,Series C,28000000.0,Mumbai,2012,0
Manufacturing,Series C,11370000.0,Mumbai,2015,0
EdTech,Series B,7500000.0,Mumbai,2019,0
Job portal,Series A,8000000.0,Bangalore,2019,0
Tech,Series A,325000.0,Bangalore,2014,0
Tech,Series E,28000000.0,Bangalore,2014,0
AI Platform,Series A,8000000.0,Bangalore,2016,0
Home Design,Series D,9000000.0,Bangalore,2014,0
Automation,Series B,410000.0,Bangalore,2015,0
Gaming,Series B,18000000.0,New Delhi,2016,0
Solar SaaS,Series A,5000000.0,Bangalore,2016,0
WL & RAC protection,Seed,900000.0,Mumbai,2019,0
Social commerce,Seed,450000.0,Bangalore,2020,0
AgriTech,Pre-Series A,2000000.0,Bangalore,2014,0
SaaS startup,Seed,500000.0,Indore,2019,0
Home interior services,Bridge,8000000.0,Bangalore,2014,0
Fashion,Series B,1000000.0,Mumbai,2015,0
Finance,Debt Financing,682000.0,New Delhi,2016,0
EdTech Startup,Pre-Series B,7000000.0,Chennai,2013,0
Agritech startup,Series C,5060000.0,Chennai,2015,0
API platform,Series A,4050000.0,Chennai,2014,0
Deep Tech,Series A,1050000.0,Chennai,2018,0
EdTech Startup,Series A,800000.0,Chennai,2014,0
Electricity,Pre-Series A,7000000.0,Gurugram,2019,0
Automotive company,Pre-Series A,125171163.09181623,Bangalore,2017,0
Entertainment,Series B,50000000.0,Bangalore,2018,0
FMCG,Seed,1000000.0,Bangalore,2015,0
FinTech,Pre-Series A,750000.0,Mumbai,2015,0
FinTech,Series C,30000000.0,Bangalore,2016,0
Insurance Tech,Pre-Series A,1050000.0,Mumbai,2016,0
EdTech,Series A,1000000.0,Mumbai,2017,0
EdTech,Seed,400000.0,Gurugram,2015,0
Video personalization,Series A,4000000.0,New York,2016,0
Software Company,Series B,25000000.0,San Francisco,2017,0
FinTech,Seed,1080000.0,Singapore,2019,0
FinTech,Pre-Series B,9000000.0,Bangkok,2017,0
Gaming,Series A,4300000.0,Gurugram,2015,0
Biomaterial startup,Pre-Series A,1400000.0,Kanpur,2017,0
Venture capital,Seed,125171163.09181623,Bangalore,2018,0
Health,Seed,6800000.0,Bangalore,2014,0
IT,Series A,2110000.0,Mumbai,2011,0
Finance,Series C,11943500.0,Gurugram,2014,0
Craft Beer,Seed,764000.0,New Delhi,2015,0
E-commerce,Seed,603000.0,New Delhi,2016,0
E-commerce,Seed,409000.0,Mumbai,2011,0
Entertainment,Series A,292000.0,Bangalore,2011,0
Healthtech,Seed,286000.0,Gurugram,2019,0
AI startup,Seed,136000.0,Chandigarh,2018,0
Education,Seed,825000000.0,Mumbai,2010,0
Education,Seed,546000.0,Noida,2015,0
Investment,Series B,887000.0,Bangalore,2013,0
Fashion,Seed,43000.0,Mumbai,2015,0
Health,Seed,40900.0,Bangalore,2016,0
Tech,Seed,40900.0,Mumbai,2014,0
TravelTech,Seed,125171163.09181623,Gurugram,2015,0
Entertainment,Pre-Seed,125171163.09181623,Thane,2015,0
Healthcare,Seed,125171163.09181623,Mumbai,2016,0
EdTech,Seed,125171163.09181623,Bangalore,2019,0
Linguistic Spiritual,Seed,125171163.09181623,Bangalore,2016,0
Tech,Series A,7000000.0,Singapore,2015,0
Construction,Series A,2200000.0,Bangalore,2018,0
Battery manufacturer,Seed,2000000.0,Chennai,2013,0
Fashion,Seed,340000.0,Mumbai,2014,0
Nano Distribution Network,Seed,5660000.0,Bangalore,2018,0
E-commerce,Seed,2000000.0,Hyderabad,2019,0
Tech,Seed,125171163.09181623,Bangalore,2019,0
AI health,Seed,350000.0,Gurugram,2018,0
Dating app,Pre-Series A,110000.0,Gurugram,2014,0
Media,Seed,4300000.0,Mumbai,2020,0
Gaming,Pre-Seed,125171163.09181623,Mumbai,2015,0
EdTech,Seed,122000000.0,Bangalore,2011,0
Fintech,Series B,11635000.0,Bangalore,2017,0
AI,Seed,125171163.09181623,Delhi,2016,0
Healthcare/Edtech,Seed,2800000.0,Gurgaon,2018,0
Social Commerce,Seed,125171163.09181623,Gurugram,2016,0
AI,Seed,5000000.0,Bangalore,2015,0
Agritech/Commerce,Pre-Series A,1000000.0,Bangalore,2020,0
Mobility tech,Seed,125171163.09181623,Chandigarh,2014,0
EdTech,Series C,28000000.0,Mumbai,2012,0
Social e-commerce,Series A,11000000.0,Bangalore,2016,0
Food & Logistics,Pre-Series A,2300000.0,Bangalore,2019,0
EdTech,Seed,125171163.09181623,Bangalore,2016,0
SpaceTech,Seed,5000000.0,Bangalore,2019,0
Nutrition Tech,Pre-Seed,125171163.09181623,Delhi,2019,0
Tech,Pre-Series A,1065000.0,Bangalore,2014,0
HR,Seed,2000000.0,Bangalore,2019,0
Healthtech,Seed,125171163.09181623,Kochi,2018,0
Fintech,Seed,125171163.09181623,Bangalore,2019,0
Fintech,Series A,10000000.0,Pune,2016,0
EdTech,Series A,2500000.0,Bangalore,2019,0
Media,Series A,5000000.0,Bangalore,2016,0
IoT,Pre-Series A,669000.0,Bangalore,2017,0
Media,Angel,125171163.09181623,Bangalore,2018,0
Fintech,Series D,16076000.0,Ahmedabad,2014,0
FinTech,Series A,649600.0,Bangalore,2015,0
IoT,Seed,125171163.09181623,Bangalore,2018,0
EdTech,Pre-Series A,1000000.0,Mumbai,2017,0
Agritech,Pre-Series A,2000000.0,Bangalore,2015,0
Fintech,Seed,1000000.0,Mumbai,2017,0
Interior design,Series D,1000000.0,Chennai,2014,0
Foodtech,Series C,6700000.0,Bangalore,2015,0
AI,Seed,125171163.09181623,Bangalore,2016,0
Fintech,Series A,5000000.0,Mumbai,2016,0
Fintech,Seed,2000000.0,Delhi,2015,0
AI,Seed,220000.0,Mumbai,2019,0
AR/VR,Seed,125171163.09181623,Warangal,2016,0
Media,Seed,1300000.0,Bangalore,2018,0
Media,Pre-Series A,300000.0,Gurugram,2016,0
AI,Seed,266500.0,Kolkata,2018,0
AI,Pre-Series A,2500000.0,Delhi,2016,0
Appliance,Pre-Series A,2879000.0,Bangalore,2016,0
HR tech,Seed,700000.0,Gurugram,2013,0
IoT,Seed,125171163.09181623,Delhi,2016,0
Tech,Angel,125171163.09181623,Bangalore,2016,0
Food tech,Series E,26500000.0,Mumbai,2011,0
Tech,Series A,8000000.0,Bangalore,2017,0
Foodtech,Pre-Series A,2000000.0,Ahmedabad,2019,0
Media,Seed,1000000.0,Bangalore,2016,0
Media,Seed,351000.0,Bangalore,2015,0
Hospitality,Seed,125171163.09181623,Delhi,2016,0
Mental Health,Seed,125171163.09181623,Mumbai,2016,0
Healthtech,Seed,200000.0,Gurugram,2016,0
Ecommerce,Bridge,125171163.09181623,Bangalore,2018,0
Gaming,Seed,500000.0,Mumbai,2016,0
Social commerce,Seed,8700000.0,Gurgaon,2018,0
Edtech,Series D,46761000.0,Mumbai,2013,0
Fintech,Seed,175000.0,Bangalore,2019,0
Tech,Seed,3000000.0,Chennai,2018,0
Fintech,Seed,9.6,Delhi,1995,0
Media,Seed,125171163.09181623,Gurugram,2016,0
Solar Solution,Seed,15000000.0,Bangalore,2010,0
Edtech,Pre-Series A,1700000.0,Kochi,2017,0
Foodtech,Seed,125171163.09181623,Mumbai,2017,0
SaaS,Pre-Series A,21000000.0,Gurugram,2016,0
Social e-commerce,Seed,125171163.09181623,Gurugram,2020,0
Automobile,Series C,11241000.0,Bangalore,2013,0
HR tech,Seed,804000.0,Bangalore,2016,0
Agritech,Seed,2500000.0,Bangalore,2020,0
Fintech,Pre-Series A,125171163.09181623,Bangalore,2019,0
B2B marketplace,Series A,10000000.0,Bangalore,2015,0
Edtech,Seed,1340000.0,Bangalore,2009,0
Fashion Tech,Pre-Series A,467000.0,Gurugram,2014,0
Nutrition tech,Seed,133000.0,Mumbai,2018,0
Health & Wellness,Seed,125171163.09181623,Pune,2017,0
Edtech,Series D,100000000.0,Bangalore,2011,0
FinTech,Series D,7000000.0,Gurugram,2015,0
Agritech,Seed,3823000.0,Delhi,2018,0
Cloud Kitchen,Pre-Series A,1000000.0,Mumbai,2016,0
Edtech,Seed,934000.0,Bangalore,2018,0
IoT,Seed,500000.0,Bangalore,2016,0
IoT/Automobile,Seed,293000.0,Gurugram,2016,0
Edtech,Seed,125171163.09181623,Pune,2016,0
Fashion,Pre-Series A,125171163.09181623,Mumbai,2015,0
Edtech,Seed,125171163.09181623,Bangalore,2016,0
IoT,Seed,198000.0,Delhi,2019,0
Healthtech,Seed,927000.0,Bangalore,2019,0
Ecommerce,Series A,4000000.0,Hyderabad,2011,0
Tech,Pre-Series A,971000.0,Pune,2017,0
Eye Wear,Seed,3060000.0,Chennai,2007,0
SaaS,Pre-Series A,1862000.0,Bangalore,2016,0
Beverage,Seed,232000.0,Chennai,2018,0
Food,Pre-Seed,125171163.09181623,Mumbai,2016,0
Edtech,Series B,2888000.0,Bangalore,2013,0
Automobile,Seed,1328000.0,Gurgaon,2015,0
Digital tech,Seed,40000000.0,Pune,2012,0
Automobile,Seed,125171163.09181623,Mumbai,2017,0
Health & Wellness,Seed,125171163.09181623,Delhi,2015,0
Data Intelligence,Seed,1200000.0,Gurugram,2018,0
Edtech,Seed,125171163.09181623,Jaipur,2017,0
Fintech,Series A,15500000.0,Bangalore,2020,0
Co-living,Series C,56000000.0,Bangalore,2015,0
Ecommerce,Pre-Series A,2250000.0,Jaipur,2011,0
Agritech,Seed,125171163.09181623,Kerala,2018,0
Fintech,Series E,16753000.0,Gurugram,2014,0
Food & Beverages,Seed,3700000.0,Gurugram,2013,0
Edtech,Seed,1470000.0,Bangalore,2019,0
Food,Seed,1000000.0,Delhi,2016,0
Fashion,Seed,530000.0,Bangalore,2012,0
Retail Tech,Seed,500000.0,Gurugram,2016,0
Automotive,Seed,125171163.09181623,Chennai,2016,0
Media,Seed,267000.0,Bangalore,2016,0
B2B,Seed,3344000.0,Mumbai,2015,0
AI,Pre-Series A,600000.0,Delhi,2019,0
Defense tech,Series A,1000000.0,Chennai,2018,0
Edtech,Pre-Series B,7200000.0,Chennai,2013,0
Marketplace,Series C,21000000.0,Bangalore,2018,0
Fintech,Pre-Series A,650000.0,Hyderabad,2016,0
Fintech,Pre-Seed,125171163.09181623,Bangalore,2019,0
Construction tech,Seed,1100000.0,Hyderebad,2016,0
Fintech,Seed,1700000.0,Mumbai,2016,0
Digital Media,Seed,125171163.09181623,Delhi,2019,0
Health & Wellness,Pre-Seed,125171163.09181623,Mumbai,2019,0
Food,Seed,125171163.09181623,Bangalore,2017,0
Ecommerce,Pre-Series C,2743000.0,New Delhi,2012,0
Edtech,Seed,125171163.09181623,Bangalore,2011,0
Fintech,Pre-Series B,6082000.0,Bangalore,2016,0
Gaming,Pre-Series A,1500000.0,Bangalore,2016,0
Healthtech,Seed,6609000.0,Mumbai,2011,0
Nutrition,Series A,5000000.0,Bangalore,2016,0
Fintech,Series E,27700000.0,Gurugram,2014,0
Medtech,Seed,125171163.09181623,Delhi,2016,0
Coworking,Seed,5940000.0,Delhi,2012,0
Micro-mobiity,Seed,3964000.0,Bangalore,2016,0
Logistics,Seed,5500000.0,Gurugram,2015,0
Marketplace,Seed,197000.0,Noida,2018,0
Auto-tech,Series B,125171163.09181623,Delhi,2016,0
Food,Seed,10000000.0,Odisha,2009,0
Beauty,Seed,4327000.0,Mumbai,2015,0
AI,Series B,25000000.0,Bangalore,2016,0
Edtech,Pre-Series A,2000000.0,Noida,2019,0
Fintech,Seed,459000.0,Bangalore,2017,0
Robotics,Seed,125171163.09181623,Bangalore,2020,0
Yoga & wellness,Seed,125171163.09181623,Mumbai,2016,0
Fintech,Pre-Series A,3937000.0,Mumbai,2017,0
Agritech,Seed,125171163.09181623,New Delhi,2016,0
Logitech,Seed,1313500.0,Bangalore,2015,0
Ecommerce,Seed,125171163.09181623,Pune,2016,0
Med Tech,Seed,229800.0,Delhi,2015,0
Life sciences,Seed,125171163.09181623,Bangalore,2016,0
Edtech,Seed,150000.0,Bangalore,2016,0
SaaS,Series C,11370000.0,Mumbai,2016,0
Food,Seed,5305000.0,Mumbai,2016,0
SaaS,Series C,125171163.09181623,Bangalore,2002,0
AI,Series A,18000000.0,Bangalore,2018,0
Tech,Series C,150000000.0,Bangalore,2014,0
Retail Aggregator,Seed,125171163.09181623,Bangalore,2018,0
Agritech,Series C,5500000.0,Chennai,2015,0
Deep Tech AI,Seed,125171163.09181623,Bangalore,2019,0
Biotech,Angel,264000.0,Bangalore,2016,0
Blockchain,Seed,1000000.0,Gurugram,2018,0
HrTech,Seed,125171163.09181623,Bangalore,2016,0
Healthtech,Series B,6000000.0,Bangalore,2016,0
Mobility/Transport,Series A,3300000.0,Gurugram,2019,0
Edtech,Seed,4000000.0,Bangalore,2016,0
Gaming,Series A,1750000.0,Bangalore,2017,0
Travel,Seed,1000000.0,Hyderabad,2016,0
Agritech,Seed,1000000.0,Delhi,2016,0
Foodtech,Pre-Series A,125171163.09181623,Bangalore,2016,0
Ecommerce,Series A,3000000.0,Jaipur,2015,0
Fintech,Series D,5967000.0,Chennai,2008,0
Rental,Seed,2980000.0,Bangalore,2012,0
AI & Debt,Seed,125171163.09181623,Bangalore,2018,0
SaaS/Edtech,Pre-Series A,323000.0,Delhi,2016,0
Logitech,Seed,1326000.0,Bangalore,2015,0
Transport,Seed,125171163.09181623,Bangalore,2017,0
Nutrition,Pre-Series A,125171163.09181623,Mumbai,2013,0
SaaS,Mid-Series,500000.0,Mumbai,2018,0
Healthtech,Series A,5000000.0,Bangalore,2019,0
Foodtech,Pre-Series A,2000000.0,Delhi,2017,0
Fintech,Series A,27000000.0,Bangalore,2016,0
Co-working,Seed,5200000.0,Delhi,2015,0
Logistics,Seed,55000000.0,Bangalore,2014,0
Edtech,Seed,125171163.09181623,Gurugram,2019,0
Healthtech,Pre-Series A,125171163.09181623,Delhi,2017,0
Logistics,Seed,125171163.09181623,Bangalore,2014,0
AI,Pre-Series A,1000000.0,Mumbai,2016,0
Insurtech,Pre-Series A,125171163.09181623,Noida,2016,0
Cryptocurrency,Seed,2500000.0,Mumbai,2018,0
Fintech,Seed,125171163.09181623,Mumbai,2016,0
Automotive tech,Series A,2530000.0,Delhi,2016,0
Insurtech,Pre-Series A,125171163.09181623,Mumbai,2018,0
Healthtech,Pre-Series A,125171163.09181623,Delhi,2016,0
AI,Seed,125171163.09181623,Gurugram,2016,0
FinTech,Pre-Seed,340000.0,Gurugram,2016,0
Fintech,Seed,792000.0,Chennai,2012,0
Fintech,Seed,1000000.0,Gurugram,2016,0
Media,Seed,125171163.09181623,Mumbai,2019,0
Legal,Seed,125171163.09181623,Chennai,2010,0
Fintech,Series B,60000000.0,Bangalore,2016,0
Fintech,Series D,11363000.0,Ahmedabad,2014,0
Edtech,Seed,100000.0,Bangalore,2016,0
Logitech,Seed,1715000.0,Bangalore,2015,0
Agritech,Seed,329000.0,Bihar,2017,0
Edtech,Seed,125171163.09181623,Bangalore,2018,0
Fintech,Seed,5271000.0,Hyderabad,2016,0
FinTech,Series A,650000.0,Bangalore,2014,0
Healthtech,Seed,125171163.09181623,Pune,2018,0
Fitness,Seed,125171163.09181623,Mumbai,2012,0
Fintech,Seed,8700000.0,Noida,2018,0
